,img1,img2,distance
316,franklinimale.png,balteatusmale2.png,[0.06967664]
317,fraternusmale1.png,balteatusmale2.png,[0.02198011]
318,fraternusmale2.png,balteatusmale2.png,[0.03221368]
319,frigidusmale.png,balteatusmale2.png,[0.02094745]
320,griseocollismale.png,balteatusmale2.png,[0.04264363]
321,huntiimale.png,balteatusmale2.png,[0.02627351]
322,impatiensmale.png,balteatusmale2.png,[0.04623813]
323,melanopygusmale1.png,balteatusmale2.png,[0.02956694]
324,melanopygusmale2.png,balteatusmale2.png,[0.02779843]
325,melanopygusmale3.png,balteatusmale2.png,[0.02908652]
326,melanopygusmale4.png,balteatusmale2.png,[0.03281335]
327,melanopygusmale5.png,balteatusmale2.png,[0.02918996]
328,mixtusmale.png,balteatusmale2.png,[0.01041992]
329,morrisonimale.png,balteatusmale2.png,[0.03759667]
330,nevadensismale.png,balteatusmale2.png,[0.02517651]
331,occidentalismale.png,balteatusmale2.png,[0.06448025]
332,pensylvanicusmale.png,balteatusmale2.png,[0.04975725]
333,perplexusmale.png,balteatusmale2.png,[0.02593065]
334,rufocinctusmale1.png,balteatusmale2.png,[0.02830024]
335,rufocinctusmale2.png,balteatusmale2.png,[0.02393296]
336,rufocinctusmale3.png,balteatusmale2.png,[0.03113921]
337,sandersonimale.png,balteatusmale2.png,[0.01628494]
338,sitkensismale1.png,balteatusmale2.png,[0.03263143]
339,sitkensismale2.png,balteatusmale2.png,[0.02083566]
340,sylvicolamale1.png,balteatusmale2.png,[0.029806]
341,sylvicolamale2.png,balteatusmale2.png,[0.0223381]
342,sylvicolamale3.png,balteatusmale2.png,[0.02850445]
343,ternariusmale.png,balteatusmale2.png,[0.03193584]
344,terricolamale.png,balteatusmale2.png,[0.02803928]
345,vagansmale.png,balteatusmale2.png,[0.02415496]
346,vandykeimale.png,balteatusmale2.png,[0.02922612]
347,vosnesenskiimale.png,balteatusmale2.png,[0.04106855]
348,affinismale.png,balteatusmale3.png,[0.0269228]
