img1,img2,distance
pensylvanicusmale.png,auricomusmale2.png,0
perplexusmale.png,auricomusmale2.png,0
rufocinctusmale1.png,auricomusmale2.png,0
rufocinctusmale2.png,auricomusmale2.png,0
rufocinctusmale3.png,auricomusmale2.png,0
sandersonimale.png,auricomusmale2.png,0
sitkensismale1.png,auricomusmale2.png,0
sitkensismale2.png,auricomusmale2.png,0
sylvicolamale1.png,auricomusmale2.png,0
sylvicolamale2.png,auricomusmale2.png,0
sylvicolamale3.png,auricomusmale2.png,0
ternariusmale.png,auricomusmale2.png,0
terricolamale.png,auricomusmale2.png,0
vagansmale.png,auricomusmale2.png,0
vandykeimale.png,auricomusmale2.png,0
vosnesenskiimale.png,auricomusmale2.png,0
affinismale.png,balteatusmale1.png,0
appositusmale.png,balteatusmale1.png,0
auricomusmale1.png,balteatusmale1.png,0
auricomusmale2.png,balteatusmale1.png,0
balteatusmale1.png,balteatusmale1.png,0
balteatusmale2.png,balteatusmale1.png,0
balteatusmale3.png,balteatusmale1.png,0
bifariusmale1.png,balteatusmale1.png,0
bifariusmale2.png,balteatusmale1.png,0
bifariusmale3.png,balteatusmale1.png,0
bifariusmale4.png,balteatusmale1.png,0
bifariusmale5.png,balteatusmale1.png,0
bimaculatusmale.png,balteatusmale1.png,0
borealismale.png,balteatusmale1.png,0
californicusmale1.png,balteatusmale1.png,0
caliginosusmale.png,balteatusmale1.png,0
centralismale1.png,balteatusmale1.png,0
centralismale2.png,balteatusmale1.png,0
crotchiimale1.png,balteatusmale1.png,0
crotchiimale2.png,balteatusmale1.png,0
crotchiimale3.png,balteatusmale1.png,0
fervidusmale1.png,balteatusmale1.png,0
flavifronsmale1.png,balteatusmale1.png,0
flavifronsmale2.png,balteatusmale1.png,0
flavifronsmale3.png,balteatusmale1.png,0
flavifronsmale4.png,balteatusmale1.png,0
franklinimale.png,balteatusmale1.png,0
fraternusmale1.png,balteatusmale1.png,0
fraternusmale2.png,balteatusmale1.png,0
frigidusmale.png,balteatusmale1.png,0
griseocollismale.png,balteatusmale1.png,0
huntiimale.png,balteatusmale1.png,0
impatiensmale.png,balteatusmale1.png,0
melanopygusmale1.png,balteatusmale1.png,0
melanopygusmale2.png,balteatusmale1.png,0
melanopygusmale3.png,balteatusmale1.png,0
